monthly_upi_transactions,avg_transaction_amount,bill_payment_timeliness,mobile_recharge_frequency,age,location_type,income,occupation,savings_ratio,spending_ratio,payment_delay_days,loan_repaid,digital_activity_score,financial_discipline_score,is_underbanked
30,945.22,0.947,7,42,urban,6000.0,teacher,0.152,0.864,6,1,28.356600000000004,0.5495,0
23,238.56,0.431,9,46,urban,65414.54,teacher,0.237,0.757,5,1,5.48688,0.33399999999999996,0
14,1352.81,1.0,4,35,rural,55015.44,nurse,0.415,0.95,0,1,18.93934,0.7075,0
24,1116.67,0.883,4,35,rural,79002.98,driver,0.274,0.736,9,0,26.80008,0.5785,0
11,1219.37,0.814,10,19,urban,31265.16,student,0.439,0.864,14,0,13.41307,0.6265,0
20,815.31,0.668,5,52,rural,15819.9,artisan,0.01,0.831,6,0,16.3062,0.339,0
19,50.0,0.764,13,33,urban,59905.6,farmer,0.133,0.575,4,1,0.95,0.4485,0
22,783.64,0.949,13,58,urban,38614.92,teacher,0.171,0.599,2,1,17.24008,0.5599999999999999,0
29,1713.07,0.67,14,53,urban,53307.06,farmer,0.407,0.637,8,1,49.67903,0.5385,0
22,1358.19,0.8,6,50,urban,71158.48,gig_worker,0.22,1.068,12,0,29.88018,0.51,0
26,1722.65,0.766,12,21,urban,48986.76,gig_worker,0.109,0.578,15,1,44.7889,0.4375,0
22,877.66,0.853,7,50,rural,45011.38,gig_worker,0.203,0.756,0,0,19.30852,0.528,0
17,504.05,0.569,9,31,urban,46140.05,small_business,0.298,0.699,4,0,8.568850000000001,0.4335,0
9,1143.31,1.0,6,38,urban,12529.53,teacher,0.173,0.722,13,0,10.289789999999998,0.5865,0
17,753.95,0.989,14,37,urban,61944.69,gig_worker,0.346,0.691,0,1,12.817150000000002,0.6675,0
11,571.02,0.501,3,25,urban,63097.55,small_business,0.237,0.614,6,1,6.281219999999999,0.369,0
18,50.0,0.466,2,24,urban,51550.26,gig_worker,0.175,0.478,13,0,0.9,0.3205,0
18,1017.13,1.0,6,20,rural,14722.72,driver,0.397,0.512,7,0,18.30834,0.6985,0
27,1318.51,0.832,14,34,rural,39819.32,teacher,0.436,0.814,8,1,35.59977,0.634,0
12,267.59,0.496,9,50,rural,67893.46,small_business,0.395,0.765,0,0,3.21108,0.4455,0
29,1594.61,0.731,3,29,rural,31816.43,gig_worker,0.099,0.718,4,1,46.243689999999994,0.415,0
20,974.83,0.768,4,39,urban,63316.55,artisan,0.399,1.005,10,0,19.4966,0.5835,0
18,905.17,0.935,3,39,urban,42991.74,small_business,0.37,1.121,13,1,16.29306,0.6525000000000001,0
26,240.3,0.99,7,47,urban,54825.07,gig_worker,0.048,0.511,5,0,6.2478,0.519,0
29,1113.75,0.843,4,55,urban,34581.45,driver,0.17,0.934,16,0,32.29875,0.5065,0
11,273.64,0.789,12,55,rural,43518.86,farmer,0.407,0.464,8,1,3.01004,0.598,0
19,372.53,0.735,14,25,urban,49860.87,student,0.363,0.601,7,0,7.078069999999999,0.5489999999999999,0
22,50.0,1.0,6,44,urban,22501.79,gig_worker,0.141,0.71,17,0,1.1,0.5705,0
23,2200.2,0.744,6,44,rural,46930.44,farmer,0.057,0.831,0,0,50.6046,0.4005,0
18,825.9,0.913,9,51,rural,6000.0,teacher,0.415,0.453,0,0,14.8662,0.664,0
11,545.16,0.627,5,38,rural,31172.97,driver,0.304,0.694,14,1,5.996759999999999,0.4655,0
23,829.08,0.592,7,47,urban,51789.89,artisan,0.225,0.701,6,0,19.06884,0.4085,0
20,598.98,0.854,13,50,urban,62164.73,teacher,0.1,0.417,11,0,11.9796,0.477,0
24,760.41,0.752,1,45,urban,50509.54,artisan,0.328,0.759,8,0,18.24984,0.54,0
13,1035.92,0.573,8,50,urban,16974.3,farmer,0.065,0.658,11,0,13.46696,0.31899999999999995,0
23,646.86,0.762,2,22,urban,60591.45,driver,0.084,0.783,12,1,14.877780000000001,0.423,0
20,912.0,1.0,4,36,urban,21495.3,nurse,0.28,0.595,15,1,18.24,0.64,0
16,2016.48,0.813,10,21,rural,53055.57,driver,0.368,0.613,10,0,32.26368,0.5905,0
31,50.0,0.766,7,52,urban,22094.99,driver,0.241,1.09,16,0,1.55,0.5035000000000001,0
19,280.81,0.766,12,34,rural,28082.29,artisan,0.166,0.539,4,1,5.33539,0.466,0
25,1096.77,1.0,6,45,rural,24785.72,nurse,0.353,0.647,11,0,27.41925,0.6765,0
21,1534.22,0.794,4,47,urban,44501.25,small_business,0.047,0.588,0,0,32.21862,0.42050000000000004,0
19,2346.12,0.865,8,46,rural,38480.38,small_business,0.077,0.704,3,0,44.57628,0.471,0
23,1057.26,0.949,14,23,urban,51160.37,small_business,0.383,0.734,12,0,24.31698,0.6659999999999999,0
25,240.48,1.0,13,52,urban,41664.57,farmer,0.043,0.899,13,1,6.012,0.5215,0
11,1602.67,0.689,15,58,rural,14678.28,driver,0.01,0.581,6,0,17.62937,0.3495,0
16,912.3,0.647,13,54,urban,46964.62,gig_worker,0.072,0.634,16,1,14.5968,0.3595,0
13,892.98,0.691,12,41,rural,10281.02,nurse,0.383,0.724,0,0,11.60874,0.5369999999999999,0
26,50.0,0.938,7,46,urban,26090.63,gig_worker,0.354,0.357,15,1,1.3,0.6459999999999999,0
16,1434.27,0.958,15,48,rural,35449.56,farmer,0.01,0.89,6,0,22.94832,0.484,0
25,389.39,0.855,6,52,urban,34202.34,nurse,0.097,0.1,0,1,9.73475,0.476,0
15,1133.45,0.996,5,50,urban,12346.57,gig_worker,0.01,0.809,0,1,17.00175,0.503,0
21,883.63,0.958,5,38,urban,66680.87,student,0.315,1.25,4,0,18.55623,0.6365,0
33,949.75,0.708,14,49,rural,71664.05,artisan,0.037,0.789,0,1,31.34175,0.3725,0
24,875.94,0.55,11,40,rural,82513.95,farmer,0.288,0.806,1,0,21.022560000000002,0.41900000000000004,0
16,472.97,0.741,15,50,rural,62657.73,farmer,0.189,0.699,11,0,7.56752,0.46499999999999997,0
14,429.49,0.917,7,20,urban,34881.96,student,0.234,0.529,4,1,6.012860000000001,0.5755,0
19,1323.87,0.909,11,35,rural,34571.77,farmer,0.01,0.822,0,1,25.15353,0.4595,0
21,842.1,0.495,6,42,rural,33577.91,nurse,0.354,0.427,10,1,17.6841,0.4245,0
27,522.57,0.395,4,59,rural,77741.48,gig_worker,0.452,0.467,3,1,14.109390000000001,0.4235,0
27,593.81,0.944,7,48,urban,39920.25,gig_worker,0.442,0.598,17,0,16.03287,0.693,0
20,1194.0,0.949,5,20,rural,64846.19,teacher,0.23,0.774,2,1,23.88,0.5895,0
15,510.95,0.885,7,57,rural,63445.83,farmer,0.01,0.457,0,1,7.66425,0.4475,0
23,1647.94,0.983,7,41,urban,45411.86,small_business,0.166,0.801,6,1,37.902620000000006,0.5745,0
19,772.2,0.858,11,49,rural,15870.46,driver,0.26,0.759,0,0,14.671800000000001,0.5589999999999999,0
30,675.23,0.581,2,39,rural,40309.46,artisan,0.24,0.694,1,0,20.2569,0.4105,0
20,1158.93,0.764,12,40,urban,44645.39,artisan,0.01,0.38,5,1,23.178600000000003,0.387,0
26,707.93,0.806,4,19,urban,65002.58,teacher,0.327,0.846,6,0,18.40618,0.5665,0
22,1040.86,0.717,15,44,urban,42350.24,teacher,0.336,0.636,5,0,22.898919999999997,0.5265,0
22,822.18,0.714,10,59,urban,20245.1,nurse,0.336,0.667,6,0,18.08796,0.525,0
20,50.0,0.803,4,19,rural,59782.38,teacher,0.112,0.592,12,0,1.0,0.4575,0
20,316.36,0.671,13,43,urban,37904.26,gig_worker,0.01,0.399,6,0,6.3272,0.3405,0
14,996.41,0.436,7,34,rural,6000.0,nurse,0.147,0.502,9,0,13.94974,0.2915,0
10,624.49,0.839,8,57,rural,47849.72,nurse,0.397,0.851,13,1,6.2448999999999995,0.618,0
17,1879.38,1.0,11,50,urban,51013.88,artisan,0.075,0.967,3,0,31.949460000000002,0.5375,0
22,456.59,0.423,1,26,rural,26827.11,artisan,0.09,0.78,7,0,10.044979999999999,0.2565,0
23,195.39,0.85,7,60,rural,38543.18,small_business,0.061,0.816,8,0,4.493969999999999,0.4555,0
13,869.82,0.638,11,56,rural,53838.91,farmer,0.157,0.978,0,1,11.30766,0.3975,0
14,975.47,0.942,6,46,rural,47972.13,student,0.282,0.974,0,0,13.65658,0.612,0
22,1291.77,0.889,10,59,rural,13872.17,student,0.322,0.787,8,1,28.41894,0.6055,0
22,50.0,1.0,1,43,rural,64563.9,teacher,0.031,0.572,0,1,1.1,0.5155,0
13,1603.74,0.668,14,52,urban,72713.95,farmer,0.372,0.324,19,1,20.84862,0.52,0
17,195.59,0.832,14,42,rural,32816.69,farmer,0.393,0.691,12,0,3.3250300000000004,0.6125,0
20,1394.61,1.0,8,41,rural,7622.31,farmer,0.177,0.711,0,0,27.892199999999995,0.5885,0
19,1828.75,0.857,5,30,rural,41564.79,nurse,0.012,1.151,0,1,34.74625,0.4345,0
13,1223.36,0.948,13,24,urban,29884.34,farmer,0.409,0.8,0,0,15.903679999999998,0.6785,0
34,276.62,1.0,7,53,rural,51638.08,teacher,0.276,0.717,8,0,9.40508,0.638,0
16,753.5,0.661,8,37,urban,81639.07,nurse,0.506,0.52,5,0,12.056,0.5835,0
14,1227.8,0.457,7,18,rural,14166.46,teacher,0.01,0.696,12,1,17.1892,0.2335,0
21,866.61,0.515,11,25,urban,27660.82,nurse,0.264,0.905,0,0,18.19881,0.3895,0
34,325.4,0.611,15,33,urban,38499.37,student,0.44,0.643,11,0,11.0636,0.5255,0
8,899.92,0.745,12,31,urban,65250.21,driver,0.29,0.449,10,0,7.1993599999999995,0.5175,0
14,591.65,0.909,14,29,urban,106001.11,driver,0.01,0.526,16,0,8.283100000000001,0.4595,0
21,1150.98,0.992,12,40,rural,46447.53,student,0.01,0.436,9,0,24.17058,0.501,0
24,319.14,0.626,10,32,rural,12619.99,driver,0.49,0.556,1,1,7.6593599999999995,0.558,0
19,50.0,1.0,12,45,rural,35780.62,driver,0.128,0.475,17,1,0.95,0.5640000000000001,0
28,341.71,1.0,13,51,urban,28052.46,student,0.292,0.779,6,1,9.567879999999999,0.646,0
29,50.0,0.729,1,19,urban,54988.54,nurse,0.025,0.803,5,1,1.45,0.377,0
26,535.84,1.0,6,49,rural,48783.92,farmer,0.135,0.952,8,1,13.93184,0.5675,0
31,1185.55,0.927,11,40,rural,23247.36,student,0.363,0.671,16,0,36.75205,0.645,0
17,653.03,0.808,15,39,urban,26997.26,small_business,0.262,0.668,15,0,11.101510000000001,0.535,0
18,837.86,0.651,11,42,urban,35518.97,artisan,0.152,0.742,12,1,15.081479999999999,0.4015,0
20,347.5,0.619,11,39,urban,37691.55,gig_worker,0.34,0.579,14,0,6.95,0.47950000000000004,0
26,859.92,0.989,12,39,rural,41240.6,small_business,0.212,0.477,10,1,22.35792,0.6005,0
20,371.99,0.837,1,59,rural,42879.72,driver,0.37,0.518,1,0,7.4398,0.6034999999999999,0
28,255.61,0.896,4,23,urban,64227.31,farmer,0.156,0.789,14,1,7.15708,0.526,0
23,737.09,0.615,4,32,urban,34868.2,teacher,0.264,0.845,0,1,16.95307,0.4395,0
17,511.79,0.918,8,60,rural,32215.8,farmer,0.52,1.11,7,0,8.70043,0.7190000000000001,0
15,50.0,0.833,6,54,urban,17902.07,teacher,0.244,0.495,8,0,0.75,0.5385,0
16,810.33,0.625,13,50,urban,37970.53,small_business,0.324,0.487,23,0,12.96528,0.47450000000000003,0
15,362.86,0.564,14,25,rural,46611.53,farmer,0.01,0.337,1,0,5.442900000000001,0.287,0
19,328.59,0.827,7,22,urban,10966.27,farmer,0.242,0.708,14,0,6.2432099999999995,0.5345,0
11,1547.95,0.943,13,56,urban,35836.29,gig_worker,0.251,0.777,9,0,17.02745,0.597,0
30,1276.91,1.0,14,21,rural,62885.29,student,0.038,0.566,5,1,38.307300000000005,0.519,0
13,1037.45,0.862,14,23,rural,53669.51,small_business,0.179,0.405,0,0,13.48685,0.5205,0
19,880.13,0.675,12,49,rural,48721.8,farmer,0.176,1.04,9,1,16.72247,0.4255,0
24,1152.94,0.824,14,47,rural,53181.82,teacher,0.053,0.745,9,0,27.670560000000002,0.4385,0
17,653.77,0.884,10,52,rural,31673.32,artisan,0.144,0.459,6,0,11.114090000000001,0.514,0
17,889.57,0.682,7,57,rural,29275.44,farmer,0.537,0.615,19,0,15.12269,0.6095,0
19,648.15,0.735,7,33,urban,64894.36,teacher,0.223,1.093,15,1,12.31485,0.479,0
20,906.13,0.825,10,30,rural,56915.51,driver,0.267,0.851,6,0,18.1226,0.546,0
15,992.74,0.86,2,59,rural,28567.09,farmer,0.503,0.621,15,0,14.8911,0.6815,0
21,961.58,0.594,6,47,urban,8182.97,teacher,0.01,0.508,17,0,20.19318,0.302,0
27,666.27,0.721,8,36,urban,28940.72,artisan,0.543,0.925,3,1,17.98929,0.632,0
15,1195.37,0.845,8,34,urban,51783.62,small_business,0.332,0.423,0,1,17.93055,0.5885,0
18,748.8,0.909,4,36,urban,30151.32,driver,0.035,0.77,0,0,13.478399999999999,0.47200000000000003,0
13,735.92,0.845,7,45,urban,47941.22,farmer,0.034,0.767,15,0,9.56696,0.4395,0
16,50.0,0.873,9,43,rural,67555.87,gig_worker,0.34,0.879,5,1,0.8,0.6065,0
16,424.33,0.866,8,54,rural,40325.51,teacher,0.336,0.781,2,0,6.78928,0.601,0
29,1282.95,0.672,2,43,urban,46211.28,artisan,0.285,0.792,14,1,37.20555,0.47850000000000004,0
18,1241.83,1.0,13,40,urban,54328.27,gig_worker,0.078,0.741,5,0,22.35294,0.539,0
26,839.0,0.751,11,26,urban,22522.48,farmer,0.255,0.735,0,0,21.814,0.503,0
10,570.88,0.684,8,29,rural,28085.11,teacher,0.123,1.017,18,0,5.7088,0.4035,0
14,925.74,0.558,3,18,urban,55070.9,farmer,0.179,0.683,15,0,12.960360000000001,0.36850000000000005,0
23,50.0,0.727,4,18,urban,42665.42,driver,0.072,0.836,3,1,1.15,0.39949999999999997,0
29,919.85,0.695,3,51,urban,44191.65,artisan,0.118,0.608,2,0,26.67565,0.4065,0
21,226.5,0.752,15,49,urban,42599.14,artisan,0.01,0.495,6,1,4.7565,0.381,0
19,804.58,0.877,8,42,urban,59609.29,driver,0.445,0.594,12,1,15.28702,0.661,0
25,956.21,1.0,4,57,rural,49842.83,farmer,0.093,0.636,15,0,23.90525,0.5465,0
18,675.19,0.966,11,18,rural,50078.76,farmer,0.426,0.491,0,1,12.153420000000002,0.696,0
18,1223.29,0.458,1,33,rural,63999.57,nurse,0.152,0.412,0,0,22.01922,0.305,0
16,533.98,1.0,9,56,urban,70918.33,farmer,0.131,0.896,6,0,8.54368,0.5655,0
13,485.7,0.914,9,22,rural,82384.65,artisan,0.01,0.572,0,1,6.3141,0.462,0
15,1162.16,1.0,1,39,rural,31577.75,farmer,0.506,0.629,6,1,17.4324,0.753,0
15,669.92,0.705,8,46,urban,86449.33,gig_worker,0.377,0.577,3,1,10.0488,0.5409999999999999,0
20,1523.36,0.639,2,20,rural,22258.09,gig_worker,0.078,0.263,0,1,30.4672,0.3585,0
17,856.77,0.976,7,29,urban,76834.45,driver,0.358,0.975,19,1,14.56509,0.667,0
29,1125.64,0.956,13,43,rural,30588.72,gig_worker,0.381,0.514,8,1,32.64356,0.6685,0
25,1315.63,0.698,1,33,urban,40759.08,farmer,0.251,0.862,14,1,32.89075,0.4745,0
15,814.19,0.774,6,54,rural,42334.37,small_business,0.246,0.501,0,0,12.21285,0.51,0
25,86.45,0.906,10,39,urban,26394.53,student,0.218,0.721,2,0,2.16125,0.562,0
23,1163.75,0.883,12,46,rural,43560.94,farmer,0.103,0.851,3,0,26.76625,0.493,0
24,1446.41,0.813,11,31,rural,27323.91,student,0.16,0.468,14,0,34.713840000000005,0.4865,0
19,717.22,0.837,11,45,rural,19771.02,artisan,0.075,0.606,19,0,13.627180000000001,0.45599999999999996,0
21,1346.34,0.673,10,22,urban,41302.97,nurse,0.375,0.568,0,1,28.273139999999998,0.524,0
20,265.99,0.784,14,47,urban,70617.78,teacher,0.469,0.599,9,0,5.3198,0.6265000000000001,0
26,924.81,0.571,14,22,rural,37427.64,artisan,0.274,0.819,17,0,24.04506,0.4225,0
22,707.07,0.819,8,29,urban,58938.38,student,0.141,0.93,3,0,15.55554,0.48,0
32,61.56,0.573,11,33,urban,26778.01,driver,0.153,0.616,2,0,1.9699200000000001,0.363,0
23,1049.13,0.621,6,43,rural,18897.43,gig_worker,0.273,0.729,11,0,24.129990000000003,0.447,0
9,405.96,1.0,9,43,urban,50169.48,small_business,0.304,0.444,0,0,3.6536399999999998,0.652,0
14,1038.21,0.478,15,38,urban,73601.02,artisan,0.242,1.125,0,1,14.53494,0.36,0
16,351.03,0.995,11,56,urban,45761.18,teacher,0.112,0.77,0,1,5.616479999999999,0.5535,0
21,50.0,0.869,1,53,urban,56879.65,small_business,0.396,0.831,12,1,1.05,0.6325000000000001,0
19,492.89,0.874,9,50,rural,68912.24,driver,0.239,0.593,17,1,9.36491,0.5565,0
14,1367.57,0.628,3,47,rural,41342.45,gig_worker,0.289,0.873,8,1,19.145979999999998,0.4585,0
21,770.04,0.951,15,54,rural,39262.86,nurse,0.01,0.705,15,1,16.170840000000002,0.4805,0
20,867.83,0.493,2,40,rural,50497.59,student,0.187,0.854,0,1,17.356600000000004,0.33999999999999997,0
29,919.82,0.731,12,27,urban,53700.34,artisan,0.327,0.514,12,1,26.674780000000002,0.529,0
28,900.86,0.823,8,22,urban,16818.45,artisan,0.035,0.713,9,0,25.22408,0.429,0
20,1787.11,1.0,10,53,urban,47323.06,artisan,0.01,0.315,1,1,35.7422,0.505,0
18,829.23,0.938,5,51,urban,41987.73,student,0.39,0.792,10,1,14.92614,0.6639999999999999,0
15,50.0,0.742,13,48,rural,27788.66,driver,0.239,0.78,20,1,0.75,0.4905,0
25,664.04,0.77,1,27,urban,40743.41,small_business,0.25,0.347,14,0,16.601,0.51,0
28,884.17,0.923,1,36,urban,21024.15,small_business,0.28,0.476,3,1,24.75676,0.6015,0
12,219.57,0.602,2,49,urban,14803.3,driver,0.259,0.532,3,0,2.63484,0.4305,0
28,731.01,1.0,7,18,rural,43203.27,artisan,0.01,0.769,10,1,20.46828,0.505,0
12,737.35,0.803,2,22,rural,58237.39,farmer,0.159,0.173,12,1,8.8482,0.48100000000000004,0
18,1737.94,0.662,9,21,urban,35748.77,driver,0.199,1.031,2,0,31.28292,0.4305,0
19,511.17,0.569,6,33,rural,24706.87,gig_worker,0.244,0.546,20,1,9.71223,0.4065,0
21,1324.81,0.371,4,41,urban,27504.62,gig_worker,0.224,1.218,7,0,27.821009999999998,0.2975,0
8,777.02,1.0,12,33,urban,51881.0,nurse,0.155,0.682,15,0,6.2161599999999995,0.5775,0
24,1280.05,0.48,13,19,rural,72012.93,driver,0.352,0.256,5,0,30.721199999999996,0.416,0
25,1547.84,0.906,14,45,urban,55868.21,teacher,0.177,0.395,23,1,38.696,0.5415,0
23,1040.61,0.898,4,49,rural,65414.25,student,0.248,0.683,10,1,23.93403,0.573,0
23,821.25,0.734,3,44,rural,23142.77,student,0.459,0.434,0,0,18.88875,0.5965,0
23,1424.27,0.8,9,37,rural,40669.26,gig_worker,0.01,0.5,1,0,32.75821,0.405,0
16,118.37,0.748,2,41,rural,60336.44,gig_worker,0.01,0.236,11,0,1.89392,0.379,0
12,936.63,0.86,9,29,urban,16814.8,gig_worker,0.271,0.598,18,1,11.239559999999999,0.5655,0
22,226.79,0.75,3,52,rural,30149.28,farmer,0.308,0.946,9,1,4.98938,0.529,0
14,1249.93,0.768,4,50,urban,58956.34,teacher,0.547,0.55,0,1,17.49902,0.6575,0
17,899.19,0.805,9,50,rural,46651.66,artisan,0.225,0.776,7,0,15.286230000000002,0.515,0
19,813.81,0.933,3,60,rural,24628.0,artisan,0.194,0.486,10,0,15.46239,0.5635,0
11,664.99,0.928,6,54,rural,12645.21,driver,0.141,0.862,13,0,7.31489,0.5345,0
20,1188.36,0.798,12,29,rural,66071.67,farmer,0.383,0.589,18,1,23.767199999999995,0.5905,0
14,50.0,0.774,15,20,urban,6000.0,gig_worker,0.296,0.725,16,0,0.7,0.535,0
15,1801.31,0.921,5,18,rural,53383.11,artisan,0.343,0.538,7,0,27.01965,0.632,0
17,778.85,0.665,6,50,rural,32405.2,teacher,0.261,0.618,0,1,13.240450000000001,0.463,0
14,200.06,0.61,5,57,rural,60847.23,artisan,0.349,0.44,14,0,2.80084,0.4795,0
20,50.0,0.579,13,27,rural,23241.33,student,0.431,0.969,4,1,1.0,0.505,0
24,765.87,0.863,14,60,urban,89066.38,teacher,0.309,0.689,19,0,18.38088,0.586,0
19,965.11,1.0,11,46,urban,49241.38,farmer,0.139,0.537,12,0,18.33709,0.5695,0
32,1002.67,0.833,3,30,rural,52207.25,artisan,0.075,0.631,6,1,32.08544,0.45399999999999996,0
17,124.81,0.868,2,29,rural,28085.15,gig_worker,0.243,0.755,22,1,2.12177,0.5555,0
15,235.05,0.726,10,48,urban,39599.15,farmer,0.447,0.801,11,1,3.52575,0.5865,0
26,1528.06,0.867,13,19,rural,40065.92,student,0.251,0.575,16,1,39.72956,0.5589999999999999,0
13,73.72,0.845,9,52,urban,74329.23,small_business,0.01,0.806,2,1,0.95836,0.4275,0
17,905.66,0.907,4,40,rural,49210.38,gig_worker,0.487,0.678,1,0,15.39622,0.6970000000000001,0
15,657.37,0.39,10,34,urban,51788.93,farmer,0.289,0.532,0,0,9.86055,0.3395,0
18,582.04,0.897,12,43,urban,51587.68,driver,0.206,0.61,14,1,10.476719999999998,0.5515,0
21,713.01,0.934,6,25,urban,53315.0,artisan,0.195,0.567,5,1,14.97321,0.5645,0
24,580.2,0.929,9,46,urban,16989.84,gig_worker,0.01,1.018,24,0,13.924800000000001,0.46950000000000003,0
23,563.53,0.798,5,43,urban,78886.83,nurse,0.096,0.701,10,1,12.961189999999998,0.447,0
14,1349.34,1.0,7,27,urban,26205.21,gig_worker,0.093,0.814,10,0,18.890759999999997,0.5465,0
18,648.1,0.989,12,43,urban,41308.72,small_business,0.314,0.896,17,0,11.6658,0.6515,0
16,240.68,1.0,14,51,rural,69566.69,farmer,0.188,0.696,6,0,3.85088,0.594,0
21,808.06,0.902,5,58,rural,76823.26,student,0.384,0.85,4,1,16.96926,0.643,0
32,320.59,0.82,15,24,urban,56507.17,nurse,0.01,0.685,0,0,10.25888,0.415,0
15,306.41,0.926,12,21,rural,32915.5,small_business,0.559,0.663,8,0,4.596150000000001,0.7425,0
20,1577.62,0.707,9,28,urban,44299.22,driver,0.406,0.623,10,0,31.5524,0.5565,0
19,758.41,0.969,2,46,rural,45005.41,student,0.284,0.598,4,1,14.40979,0.6265,0
23,211.29,0.738,3,53,rural,45643.03,student,0.168,0.775,17,1,4.85967,0.453,0
18,798.53,0.714,5,42,urban,19859.05,gig_worker,0.338,0.489,0,1,14.373539999999998,0.526,0
17,881.91,0.583,2,38,urban,64681.97,artisan,0.233,0.471,13,0,14.992469999999999,0.408,0
21,746.46,1.0,12,53,urban,44422.6,nurse,0.19,0.84,0,1,15.67566,0.595,0
27,605.77,1.0,14,27,urban,29000.06,artisan,0.332,0.89,13,0,16.35579,0.666,0
27,156.37,1.0,6,54,rural,33028.92,student,0.35,0.984,8,1,4.22199,0.675,0
14,642.18,0.982,10,26,urban,46857.3,farmer,0.273,0.607,9,1,8.990519999999998,0.6275,0
18,453.01,0.987,3,41,urban,16747.68,farmer,0.148,0.369,11,1,8.15418,0.5675,0
21,788.99,0.981,5,52,urban,57811.83,driver,0.202,0.339,13,0,16.56879,0.5915,0
20,1061.33,0.797,5,52,urban,46225.15,small_business,0.018,0.919,6,1,21.226599999999998,0.40750000000000003,0
14,1725.71,0.751,10,53,urban,70182.41,nurse,0.01,0.836,10,1,24.159940000000002,0.3805,0
25,1237.41,0.645,8,35,urban,43396.51,driver,0.13,0.763,13,0,30.935250000000003,0.3875,0
14,50.0,1.0,9,56,rural,22465.18,small_business,0.365,0.795,18,0,0.7,0.6825,0
21,961.19,0.784,4,49,urban,20439.54,teacher,0.238,0.803,11,0,20.184990000000003,0.511,0
19,1607.88,0.846,10,41,urban,34967.3,teacher,0.363,1.021,5,1,30.54972,0.6045,0
17,778.77,0.618,1,40,rural,36871.71,small_business,0.414,0.484,21,1,13.239090000000001,0.516,0
24,1627.79,0.681,5,49,urban,31789.29,farmer,0.274,0.522,17,0,39.06696,0.47750000000000004,0
27,297.67,0.643,4,54,rural,44312.65,farmer,0.064,0.768,14,0,8.037090000000001,0.35350000000000004,0
20,411.25,0.755,5,29,rural,31332.41,teacher,0.342,0.819,10,1,8.225,0.5485,0
21,765.49,0.935,11,30,urban,46575.71,student,0.05,0.463,7,1,16.075290000000003,0.49250000000000005,0
20,776.9,0.904,14,40,urban,32628.33,farmer,0.14,0.829,0,0,15.538,0.522,0
22,1268.36,0.928,15,42,urban,53370.67,artisan,0.423,0.6,16,0,27.90392,0.6755,0
20,850.97,0.817,9,52,urban,36418.22,student,0.219,0.773,0,1,17.0194,0.518,0
27,795.52,0.955,8,58,urban,64431.72,farmer,0.289,0.447,9,1,21.47904,0.622,0
22,2088.14,0.793,11,47,urban,53741.3,small_business,0.01,0.332,6,0,45.93908,0.4015,0
17,461.2,0.902,11,34,urban,45484.54,gig_worker,0.172,0.783,11,1,7.8404,0.537,0
13,1494.33,0.749,11,37,urban,38261.81,small_business,0.262,1.04,6,0,19.42629,0.5055000000000001,0
20,1057.8,1.0,8,42,rural,14657.82,farmer,0.234,0.687,9,0,21.156,0.617,0
19,666.73,0.659,8,39,rural,67443.89,small_business,0.338,1.009,4,1,12.66787,0.49850000000000005,0
25,979.41,1.0,1,30,urban,29746.01,nurse,0.125,0.432,8,0,24.48525,0.5625,0
27,441.23,0.885,12,36,urban,43633.18,teacher,0.392,0.521,2,1,11.913210000000001,0.6385000000000001,0
19,893.12,1.0,7,53,rural,48188.48,gig_worker,0.151,0.769,7,0,16.969279999999998,0.5755,0
19,848.01,0.701,13,29,rural,38696.79,student,0.223,0.777,2,0,16.112190000000002,0.46199999999999997,0
21,1088.16,0.778,4,58,rural,66382.82,student,0.072,0.589,20,1,22.85136,0.425,0
19,791.63,0.773,6,36,urban,20015.32,nurse,0.303,0.786,0,1,15.04097,0.538,0
18,1683.09,0.665,4,29,rural,73210.83,nurse,0.106,0.583,1,0,30.29562,0.3855,0
15,408.84,1.0,12,26,urban,54088.04,farmer,0.259,0.701,5,1,6.132599999999999,0.6295,0
24,505.67,0.692,5,24,urban,37564.43,farmer,0.342,0.743,4,1,12.13608,0.517,0
25,969.61,0.654,5,45,urban,37765.86,student,0.358,1.013,13,0,24.24025,0.506,0
17,447.2,1.0,1,31,urban,6000.0,nurse,0.613,0.522,8,1,7.602399999999999,0.8065,0
18,1186.48,0.958,6,48,urban,26731.81,nurse,0.221,0.788,2,0,21.35664,0.5895,0
14,1507.19,0.786,10,36,urban,35629.73,student,0.174,0.833,5,0,21.10066,0.48,0
20,590.2,0.487,8,33,rural,45169.89,driver,0.126,1.092,12,0,11.804,0.3065,0
14,894.06,1.0,13,22,rural,64672.46,driver,0.312,0.954,0,1,12.51684,0.656,0
22,1177.35,1.0,5,52,urban,78675.82,artisan,0.201,0.803,0,1,25.901699999999998,0.6005,0
18,1291.66,0.93,14,29,urban,46900.81,teacher,0.093,0.33,5,1,23.24988,0.5115000000000001,0
12,2588.91,0.914,10,42,urban,45700.97,nurse,0.089,0.767,9,0,31.06692,0.5015000000000001,0
16,171.21,0.857,13,38,rural,33173.67,small_business,0.408,0.88,7,0,2.73936,0.6325,0
21,1597.09,0.743,12,53,urban,11128.2,gig_worker,0.352,0.484,9,0,33.53889,0.5475,0
